hs_code,descrip
3004501000,DEMAS MEDICAMENTOS PARA USO HUMANO QUE CONTENGAN VITAMINAS
8807200000,"TRENES DE ATERRIZAJE Y SUS PARTES, DE APARATOS PART. 88.01, 88.02 U 88.06"
8807300000,"LAS DEMAS PARTES DE AVIONES, HELICOPTEROS O AERONAVES NO TRIPULADAS"
8807900000,DEMAS PARTES DE LOS APARATOS DE LAS PARTIDAS 88.01 U 88.02
8903110000,"EMBARCACIONES INFLABLES PARA SER USADAS C/MOTOR, PESO EN VACÃO (S/MOTOR)<=100 KG"
8903120000,"EMBARCACIONES INFLABLES PARA SER USADAS S/MOTOR, PESO EN VACÃO <=100 KG"
8903190000,"DEMÃS EMBARCACIONES INFLABLES, PESO EN VACÃO > 100 KG"
8903210000,"BARCOS DE VELA, INCLUSO CON MOTOR AUXILIAR, LONGITUD <= 7,5 M"
8903220000,"BARCOS DE VELA, INCLUSO CON MOTOR AUXILIAR, 7,5 < LONGITUD <= 24 M"
8903230000,"BARCOS DE VELA, INCLUSO CON MOTOR AUXILIAR, LONGITUD > 24 M"
8903310000,"BARCOS DE MOTOR, EXCEPTO LOS DE MOTOR FUERABORDA, LONGITUD <= 7,5 M"
8903320000,"BARCOS DE MOTOR, EXCEPTO LOS DE MOTOR FUERABORDA, 7,5 < LONGITUD <= 24 M"
8903330000,"BARCOS DE MOTOR, EXCEPTO LOS DE MOTOR FUERABORDA, LONGITUD > 24 M"
8903931000,"MOTOS NÃUTICAS, LONGITUD <= 7,5 M"
8903939000,"DEMAS YATES, BARCOS Y EMBARCAC. RECREO O DEPORT;BARCAS DREMO/CANOAS, LONG.<= 7,5 M"
8903990000,"DEMAS YATES, BARCOS Y EMBARCAC. RECREO O DEPORT;BARCAS DREMO/CANOAS, LONG. > 7,5 M"
9005900000,"PARTES Y ACCESORIOS (INCLUIDAS LAS ARMAZONES), DE BINOCULARES E INSTRUM.ASTRONOMÃA"
9006531010,"CAMARAS FOTOGRAFICAS ROLLO ANCHO 35MM, FOCO FIJO, PARA REGIST.EN MICROFILM O SIMILAR"
9006531090,"DEMAS CAMARAS FOTOGRAFICAS ROLLO ANCHO = 35 MM, FOCO FIJO, EXC. DMICROFILM O SIMILAR"
9006539010,"CAMARAS FOTOGRAFICAS ROLLO ANCHO=35 MM (EXC. DE FOCO FIJO), PMICROFILM, MICROFICHAS"
9006539090,"CAMARAS FOTOGRAFICAS ROLLO ANCHO=35MM (EXC. DE FOCO FIJO O PMICROFILM, MICROFICHAS)"
9006591010,"CAMARAS FOTOGRAF. ROLLO ANCHO<>35 MM U OTRO TIPO, FOCO FIJO, PMICROFILM O SIMILAR"
9006591090,"DEMAS CAMARAS FOTOGRAFICAS, ROLLO ANCHO<>35 MM/OTRO TIPO, FOCO FIJO, EXC.PMICROFILM"
9006599010,"CAMARAS FOTOGRAFICAS ROLLO ANCHO<>35 MM/OTRO TIPO (EXC. DE FOCO FIJO), PMICROFILM"
9006599020,CAMARAS FOTOGRAFICAS DEL TIPO USADO PARA PREPARAR CLISES O CILINDROS DE IMPRENTA
9006599090,"DEMÃS CAMARAS FOTOGRÃFICAS, PARA PELÃCULAS EN ROLLO ANCHO <> 35 MM U OTRO TIPO"
9006910000,PARTES Y ACCESORIOS DE CAMARAS FOTOGRAFICAS
9006990000,"PARTES Y ACCESOR. PARA APARATOS Y DISPOSITIVOS, INC. LAMPARAS Y TUBOS, PARA DESTELLO"
9007910000,PARTES Y ACCESORIOS DE CAMARAS PARA PELICULA CINEMATOGRAFICA
9007920000,PARTES Y ACCESORIOS DE PROYECTORES
9008900000,"PARTES Y ACCESOR. PARA PROYECTORES DE IMAGEN FIJA, AMPLIADORAS O REDUCTORAS FOTOGRAF."
9010900000,PARTES Y ACCESORIOS PAR APARATOS Y MATERIAL PARA LABORATORIOS FOTOGRAFICO O CINEMA
9011900000,"PARTES Y ACCES. P MICROSCOPIOS OPTICOS, INC. PFOTOMICROGRAFIA,CINEFOTOMICROGRAFÃA"
9012900000,PARTES Y ACCESORIOS PARA MICROSCOPIOS NO OPTICOS Y PARA DIFRACTOGRAFOS
9013900000,PARTES Y ACCESORIOS PARA DISPOSITIVOS DE CRISTAL LIQUIDO QUE NO CONSTITUYAN ARTICULO
9014900000,"PARTES Y ACCESORIOS PARA BRUJULAS, COMPASES Y DEMAS INSTRUMENTOS PARA NAVEGACION"
9015900000,"PARTES Y ACCESORIOS APARATOS DE GEODESIA,TOPOGRAFIA,AGRIMENSURA,NIVELACION,SIMILARES"
1211200010,"RAICES DE """"GINSENG"""", REFRIGERADOS O CONGELADOS"
3824999951,"MEZCLAS CONSTITUIDAS ESENCIALMENTE DE N,N-DIMETIL-2-AMINOETANOLES O DE N,N-DIETIL-2-A"
2939791000,"ESCOPOLAMINA, SUS SALES Y DERIVADOS"
2204299000,VINOS EN RECIPIENTES CON CAPACIDAD >A 10 L
8703509020,"VEHÃC. AUTOMOV., ENCEND. DIESEL Y MOTOR ELECTRICO (EX.C/FUENTE EXTERNA), ENSAMBLADOS"
303660000,"MERLUZAS CONGELADAS, EXCEPTO HIGADOS, HUEVAS Y LECHAS"
1008909900,"LOS DEMÁS CEREALES, EXCEPTO PARA LA SIEMBRA"
302110000,"TRUCHAS FRESCAS O REFRIGERADAS, EXCEPTO HIGADOS, HUEVAS Y LECHAS"
6005350000,"TEJIDOS DE PUNTO POR URDIMBRE, DE FIBRAS SINTETICAS, S/NOTA 1 SUBPART. ESTE CAPITULO"
303490000,"DEMAS ATUNES CONGELADOS, EXCEPTO HIGADOS, HUEVAS Y LECHAS"
3002122100,PLASMA HUMANO
7228401000,"LAS DEMAS BARRAS, SIMPLEMENTE FORJADAS DE LOS DEMAS ACEROS ALEADOS, DIAMETRO<=100MM"
307820000,"COBOS VIVOS, FRESCOS O REFRIGERADOS"
1502109090,"SEBOS BOVINOS, OVINOS O CAPRINOS, EXC. DESNATURALIZADO, EN RAMA O DE LA PART. 15.03"
3824999800,"PREP OXIDO DE PLOMO Y PLOMO METALICO (""OXIDO GRIS"";""OXIDO NEGRO"") PARA  FAB.ACUMULADO"
304470000,"FILETE DE CAZONES Y DEMAS ESCUALOS, FRESCOS O REFRIGERADOS"
3808919700,"INSECTICIDAS C/ PERMETRINA O CIPERMETRINA, EXCEPTO LAS DE NOTA 2 DE ESTE CAPITULO"
302720000,"BAGRES O PECES GATO, FRESCAS O REFRIGERADAS, EXCEPTO HIGADO, HUEVAS Y LECHAS"
305539000,DEMAS PESCADOS SECOS INC. SALADOS SIN AHUMAR
5402590000,LOS DEMAS HILADOS SENCILLOS C/TORSION>50 VUELTAS/METRO
2903899000,"DEMÁS DERIVADOS HALOGENADOS DE HIDROCARBUROS CICLÁNICOS, CICLÉNICOS O CICLOTERPÉNICOS"
1211400000,PAJA DE ADORMIDERA
3907699000,POLITEREFTALATO DE ETILENO SIN ADICION DE DIOXIDO DE TITANIO
301999000,"LOS DEMÃS PECES VIVOS, EXCEPtTO REPRODUCCION O CRIA INDUSTRIAL, PEZ ORNAMENTAL"
2914710000,CLORDECONA (ISO)
4406120000,"TRAVIESAS (DURMIENTES) D MADERA PARA VIAS FERREAS O SIMILAR S/IMPREGNAR, NO CONIFERAS"
2204291000,"MOSTO DE UVA, CUYA FERMENTACION SE IMPIDE O SE CORTÃ¿ CON ALCOHOL, CAPACIDAD > 10 L"
4418790000,DEMAS TABLEROS DE MADERA PARA REVESTIMIENTO DE SUELO
8701940000,"DEMAS TRACTORES, 75"
302550000,"ABADEJOS DE ALASKA, FRESCAS O REFRIGERADAS, EXCEPTO HIGADO, HUEVAS Y LECHAS"
3004600000,DEMAS MEDICAMENTOS QUE CONTENGAN PRINCIPIOS ACTIVOS CONTRA LA MALARIA (PALUDISMO)
3004901000,SUSTITUTOS SINTETICOS DEL PLASMA HUMANO
3004902100,"ANESTESICOS, PARA USO HUMANO"
3004902200,PARCHES IMPREGNADOS CON NITROGLICERINA PAREA USO HUMANO
3004902300,MEDICAMENTOS USO HUMANO PARA LA ALIMENTACIÓN VÍA PARENTERAL
3004902400,MEDICAMENTOS USO HUMANO PARA TRATAMIENTO ONCOLÓGICO O VIH
3004902900,LOS DEMAS MEDICAMENTOS PARA USO HUMANO
3006930000,PLACEBOS Y KITS PARA ENSAYOS CLÃNICOS CIEGOS (O DOBLE CIEGO)
3204180000,COLORANTES CAROTENOIDES Y PREPARACIONES A BASE DE ESTOS COLORANTES
3204190000,"DEMAS PREPARACIONES COLORANTES, INCL MEZCLAS DE COLORANTES DE SUBP 3204.11 A 3204.19"
3206492000,PIGMENTOS Y PREPARACIONES A BASE DE COMPUESTOS DE CADMIO
3206493000,PIGMENTOS Y PREPARACIONES A BASE DE HEXACIANOFERRATOS (FERROCIANUROS O FERRICIANUROS)
3206494000,PIGMENTOS Y PREPARACIONES A BASE DE NEGROS DE ORIGEN MINERAL
3206499000,DEMÃS MATERIAS COLORANTES Y LAS DEMÃS PREPARACIONES
3402310000,ÁCIDOS ALQUILBENCENO SULFÓNICOS LINEALES Y SUS SALES
3402391000,SULFATOS O SULFONATOS DE ALCOHOLES GRASOS
3402399000,LOS DEMAS AGENTES DE SUPERFICIE ORGANICOS ANIONICOS ACOND. P` VENTA AL POR MENOR
3402411000,SALES DE AMINAS GRASAS CATIONICOS
3402419000,LOS DEMAS AGENTES DE SUPERFICIE ORGANICOS CATIONICOS ACOND. P` VENTA AL POR MENOR
3402421000,AGENT SUPERF OBT. POR CONDENSAC. DEL OXIDO DE ETILENO CON MEZCLAS DE ALCOHOL
3402429000,"LOS DEMAS AGENTES DE SUPERFICIE ORGANICOS, NO IONICOS"
3402491000,PROTEINAS ALQUILBETAINICAS O SULFOBETAINICAS
3402499000,LOS DEMAS AGENTES DE SUPERFICIE ORGANICOS ACOND. P` LA VENTA AL POR MENOR
3402500000,PREPARACIONES P` LAVAR Y DE LIMPIEZA ACONDIC. P` LA VENTA AL POR MENOR
3602002010,"NITRATO DE AMONIO, GRADO ANFO, C/NITROGENO >= 34.5% Y DENSIDAD >= 0.65 Y <=0.85 G/ML"
3602002090,"EXPLOSIVOS PREPARADOS, A BASE DE NITRATO DE AMONIO"
3603100000,MECHAS DE SEGURIDAD
3603200000,CORDONES DETONANTES
3603300000,CEBOS
3603400000,CAPSULAS FULMINANTES
3603500000,INFLAMADORES
3603600000,DETONADORES ELÉCTRICOS
3808591100,INSECTICIDAS EN ENVASES PARA LA VENTA AL POR MENOR O EN ARTÃCULOS
3808591900,"LOS DEMAS INSECTICIDAS PRESENTADOS EN ENVASES AL POR MAYOR, S/NOTA 1 DE ESTE CAPITUL"
3808599011,INSECTICIDAS EN ENVASES PARA LA VENTA AL POR MENOR O EN ARTÃCULOS
9017900000,"PARTES Y ACCESORIOS DE INSTRUMENTOS DE DIBUJO,TRAZADO O CALCULO, MANUALES DE MEDIDA"
9018110000,ELECTROCARDIOGRAFOS
9018120000,APARATOS DE DIAGNOSTICO POR EXPLORACION ULTRASONICA (ECOGRAFIA)
9018130000,APARATOS DE DIAGNOSTICO DE VISUALIZACION POR RESONANCIA MAGNETICA
9018140000,APARATOS DE CENTELLOGRAFIA
9018190000,LOS DEMAS APARATOS DE ELECTRODIAGNOSTICO(INC. APARATOS DE EXPLORACION FUNCIONAL)
9018200000,APARATOS DE RAYOS ULTRAVIOLETAS O INFRARROJOS
9018410000,"TORNOS DENTALES, INCLUSO COMBINADOS CON OTROS EQ. DENTALES SOBRE BASAMENTO COMÃ¿N"
9018499000,LOS DEMAS INSTRUMENTOS Y APARATOS DE ODONTOLOGIA
9018500000,LOS DEMAS INSTRUMENTOS Y APARATOS DE OFTALMOLOGIA
9018901000,LOS DEMÃS INSTRUMENTOS Y APARATOS ELECTROMÃ¿DICOS
9018909000,"LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA CIRUGIA, ODONTOLOGIA O VETERINARIA"
9019100000,APARATOS DE MECANOTERAPIA; APARATOS PARA MASAJES; APARATOS DE PSICOTECNIA
9019200000,"APARATOS DE OZONOTERAPIA, OXIGENOTERAPIA O AEROSOLTERAPIA, APARATOS RESPIRATORIOS"
9020000000,"LOS DEMAS APARATOS RESPIRATORIOS Y MASCARAS ANTIGAS, EXCEPTO LAS MASCARAS S/FILTRO"
9021101010,"IMPLANTES DE ORTOPEDIA DE LAS SUBPARTIDAS 7318.19, 7318.29 Y 8108.90"
9021101090,"DEMÃS ARTÃCULOS Y APARATOS DE IMPLANTES, DE ORTOPEDIA"
9021102010,"ARTÃCULOS PARA FRACTURAS DE ORTOPEDIA DE LAS SUBPARTIDAS 7318.19, 7318.29 Y 8108.90"
9021102090,"DEMÃS ARTÃCULOS Y APARATOS PARA FRACTURAS, DE ORTOPEDIA"
9021290010,"ARTÃCULOS DE IMPLANTE DENTAL DE LAS SUBPARTIDAS 7318.19, 7318.29 Y 8108.90"
9021290090,DEMÃS ARTÃCULOS DE PRÃ¿TESIS DENTAL
9021900000,DEMAS APARATOS QUE LLEVE LA PERSONA O DE IMPLANTE PCOMPENSAR DEFECTO O INCAPAPACIDAD
9022210000,ELECTROMEDICOS
9022290000,"APARATOS DE RAYOS X Y RADIACIONES IONIZANTES, PARA OTROS USOS"
9022900000,"DEMAS APARATOS DE RAYOS X Y RADIACIONES IONIZANTES, INCLUIDAS LAS PARTES Y ACCESORIOS"
9023009000,"INSTRUMENTOS,APARATOS Y MODELOS CONCEBIDOS PARA DEMOSTRACIONES (P.EJ:LA ENSEÃ¿ANZA)"
9024900000,"PARTES Y ACCESOR. DE MAQUINAS Y APARATOS PARA ENSAYO DE DUREZA,TRACCION, COMPRENSIÃ¿N"
9025111000,"TERMOMETROS Y PIROMETROS DE LIQUIDO, LECTURA DIRECTA DE USO CLINICO"
9025119000,LOS DEMAS DE LIQUIDO CON LECTURA DIRECTA
9025191100,PIROMETROS ELECTRICOS O ELECTRONICOS
9025191200,"TERMOMETROS PARA VEHICULOS DEL CAPITULO 87, ELECTRICOS O ELECTRONICOS"
9025191900,DEMÃS TERMOMETROS ELECTRICOS O ELECTRONICOS (EXC. PARA VEHICULOS CAP.87)
9025199000,"TERMOMETROS Y PIROMETROS, QUE NO SEAN ELECTRICOS O ELECTRONICOS, S/OTROS INSTRUMENT."
9025803000,"DENSIMETROS, AREOMETROS, PESALIQUIDOS E INSTRUMENTOS FLOTANTES SIMILARES"
3812399000,LOS DEMAS ESTABILIZANTES COMPUESTOS  PARA CAUCHO O PLASTICO
303290000,"PERCAS DEL NILO, PECES CAB. SERPIENTE, CONGELADOS, EXCEPTO HIGADO, HUEVAS Y LECHAS"
3824999911,"MEZCLAS CONSTITUIDAS ESENCIALMENTE DE ALQUIL (METIL, ETIL, N-PROPIL O ISOPROPIL)"
2914790000,"LAS DEMAS DERIVADOS HALOGENADOS, SULFONADOS, NITRADOS O NITROSADOS"
4418750000,TABLEROS DE MADERA MULTICAPAS PARA REVESTIMIENTO DE SUELO
303690000,"DEMAS PESC. FAM. BREGMACEROTIDAE, OTROS, CONGELADOS, EXCEP. HIGADO, HUEVAS Y LECHAS"
302440000,"CABALLAS, FRESCAS O REFRIGERADAS, EXCEPTO HIGADO, HUEVAS Y LECHAS"
302790000,"PERCAS NILO, PECES CAB. SERPIENTE, FRESC/REFRIG., EXCEPTO HIGADO, HUEVAS Y LECHAS"
3824999930,"MEZCLAS CONSTITUIDAS ESENCIALMENTE DE HIDROGENOALQUIL  (METIL, ETIL, N-PROPIL O ISOPR"
2904310000,ACIDO PERFLUOROOCTANO SULFONICO
3907611000,POLITEREFTALATO DE ETILENO CON UN IND. VISC >= A 78 ML/G CON DIOX DE TITANIO
1008902100,KIWICHA PARA LA SIEMBRA
2920220000,FOSFITO DE DIETILO
304880000,"FILETE DE CAZONES, DEMAS ESCUALOS Y RAYAS, CONGELADOS"
307490000,"JIBIAS, GLOBITOS,CALAMARES Y POTAS, SECAS, SALADAS O EN SALMUERA; AHUMADAS"
1502101010,"CEBO DESNATURALIZADO EN RAMA DE BOVINOS, OVINOS O CAPRINOS, EXCEPTO DE LA PART. 15.03"
4011700000,NEUMATICOS NUEVOS DE CAUCHO USADOS EN VEHICULOS Y MAQUINAS AGRICOLAS O FORESTALES
805210000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS
303560000,"COBIAS CONGELADOS, EXCEPTO HIGADOS, HUEVAS Y LECHAS"
8703701000,"VEH.C/TRACC.4 RUEDAS, ENCEND. DIESEL Y MOTOR ELECTRICO (C/FUENTE ALIM ELEC.EXTERNA)"
307291000,"VIEIRAS (CONCHA  DE  ABANICO),  SECOS, SALADOS O EN SALMUERA; AHUMADOS"
8702209000,"VEHIC. AUTOMOV. P` TRANSPORTE,PERSONAS>16, INC. CONDUCTOR, DIESEL Y MOTOR ELECTRICO"
805299000,DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS
304930000,"CARNE (INC PICADA) TILAPIA, BAGRE, CARPAS, ANGUILA, PERCAS Y PEZ CAB SERP., CONGELADA"
8528420000,MONITORES C/TUBO RAYOS CATODICOS PARA  USAR C/MÁQ. AUTOMÁT.TRAT.O PROC.DATOS PART 84.
5704200000,"ALFOMBRAS Y REVESTIM PSUELO, D FIELTRO, EXC.MECHON INSERTADO, 0,3"
2523100000,"CEMENTOS SIN PULVERIZAR (""CLINKER"")"
210920010,"CARNES Y DESPOJ. COMEST. BALLENA, DELFIN, MARSOPA, OTROS, SALADA O SALM., SECA O AHUM"
3824999700,PROPINEB
3824999914,"MEZCLAS CONSTITUIDAS ESENCIALMENTE DE DIHALOGENUROS DE N,N-DIALQUIL (METIL, ETIL, N-P"
302910000,"HIGADOS, HUEVAS Y LECHAS, COMESTIBLES DE PESCADO, FRESCOS O REFRIGERADOS"
3808599019,"LOS DEMAS INSECTICIDAS PRESENTADOS EN ENVASES AL POR MAYOR, S/NOTA 1 DE ESTE CAPITUL"
3808599090,FUNGICIDAS PRESENTADOS EN FORMAS O EN ENVASES PARA LA VENTA AL POR MENOR
3808911900,LOS DEMAS INSECTICIDAS PRESENTADOS EN ENVASES AL POR MENOR
3808919900,"LOS DEMAS INSECTICIDAS, EXCEPTO PARA LA VENTA AL POR MENOR"
3808921900,"LOS DEMAS FUNGICIDAS, EN ENVASES PARA LA VENTA AL POR MENOR"
3808929900,"LOS DEMAS FUNGICIDAS, EXCEPTO PARA LA VENTA AL POR MENOR"
3808931900,"HERBICIDAS, EXCEP C/ BROMOMETANO O BROMOCLOROMETANO, EN ENVASES DE VENTA AL POR MENO"
3808939900,"DEMAS HERBICIDAS, EXCEPTO EN ENVASES DE VENTA AL POR MENOR"
3808941900,LOS DEMAS DEINFECTANTES EN ENVASES DE VENTA AL POR MENOR
3808949900,"DEMAS DESINFECTANTES, EXCEPTO EN ENVASES DE VENTA AL POR MENOR"
3808991900,"DEMAS RATICIDAS, INHIBIDORES Y SIMIL., SIN BROMOMETANO O BROMOCLOROMETANO, AL X MENO"
3808999900,"DEMAS RATICIDAS, INHIBIDORES Y SIMILARES, EXCEPTO EN ENVASES AL POR MENOR"
3816000000,AGLOMERADO DE DOLOMITA
3822110000,KIT PARA EL DIAGNOSTICO DE LA MALARIA (PALUDISMO)
3822120000,KIT PARA DIAGNOSTICO DEL ZIKA Y ENFERMEDADES TRANSMITIDAS POR MOSQUITOS GÃ¿NERO AEDES
3822130000,REACTIVOS PARA LA DETERMINACION DE LOS GRUPOS O DE LOS FACTORES SANGUINEOS
3822190000,"REACTIVOS DE LABORATORIO O DIAGNOSTICO, SIN MEZCLAR, NO EMPLEADOS EN PACIENTES"
3822900000,MATERIALES DE REFERENCIA CERTIFICADOS
3824890000,LAS DEMAS PREPARACIONES Y PRODUCTOS QUIMICOS NO EXPRESADOS EN OTRA PARTE
3824920000,ÉSTERES DE POLIGLICOL DE ÁCIDO METILFOSFÓNICO
3824999999,LAS DEMAS PREPARACIONES Y PRODUCTOS QUIMICOS NO EXPRESADOS EN OTRA PARTE
3825610000,DESECHOS INDUST QUIMICA Y CONEXOS QUE CONTENGAN PRINCIPALMENTE COMPONENTES ORGANICOS
3825690000,DEMAS DESECHOS DE LA INDUSTRIA QUIMICA O DE INDUSTRIAS CONEXAS
3825900000,PRODUCTOS RESIDUALES IND. QUIMICA Y DEMAS DESECHOS SEGUN NOTA 6 DEL CAPITULO 38
3827110010,"MEZCLAS C/ DERIV HALOGENADOS DE METANO, ETANO O PROPANO, CON PERCLOROFLUOROCARBUROS"
3827110090,"MEZCLAS C/ DERIV HALOGENADOS METANO, ETANO O PROPANO, C/ CFC, INCL C/ HCFC, PFC O HF"
3827120000,MEZCLAS QUE CONTENGAN HIDROBROMOFLUOROCARBUROS (HBFC)
3827130000,MEZCLAS QUE CONTENGAN TETRACLORURO DE CARBONO
3827140000,"MEZCLAS QUE CONTENGAN 1,1,1-TRICLOROETANO (METILCLOROFORMO)"
3827200000,LAS DEMAS MEZCLAS QUE CONTENGAN HIDROCARB. ACICLICOS PERHALOGENADOS
3827310000,"HIDROCLOROFLUOROCARBUROS (HCFC),INC.C/PFC O HFC, S/CFC, C/SUST.SUBP 2903.41 A 2903.48"
3827320000,"HIDROCLOROFLUOROCARBUROS (HCFC),INC.C/PFC O HFC, S/CFC, C/SUST.SUBP 2903.71 A 2903.75"
3827390000,"DEMAS MEZCLAS CON HIDROCLOROFLUOROCARBUROS (HCFC), INCL. CON PFC O HFC, PERO SIN CFC"
3827400000,MEZCLAS QUE CONTENGAN BROMOMETANO (BROMURO DE METILO) O BROMOCLOROMETANO
3827510000,"MEZCLAS QUE CONTENGAN TRIFLUOROMETANO (HFC-23), PERO SIN CFC O HCFC"
9025804100,HIGROMETROS Y SICROMETROS ELECTRICOS O ELECTRONICOS
9025804900,BARÃ¿METROS Y DEMAS INSTRUMENTOS ELECTRICOS O ELECTRONICOS
9025809000,"BARÃ¿METROS Y DEMAS INSTRUM NO ELÃ¿CTRICOS O ELECTRÃ¿NICOS, INC. COMBINADOS ENTRE SI"
9025900000,"PARTES Y ACCESORIOS DE DENSIMETROS,AREOMETROS,PESALIQUIDOS E INSTRUMENTOS FLOTANTES"
9026101100,MEDIDORES DE CARBURANTE PARA VEHICULOS DEL CAPITULO 87 ELECTRICOS O ELECTRONICOS
9026101200,INDICADORES DE NIVEL ELECTRICOS O ELECTRONICOS
9026101900,LOS DEMAS INSTRUM.Y APARATOS ELECTRICOS O ELECTRONICOS P`MEDIDA O CONTROL DEL CAUDAL
9026109000,DEMAS INSTRUM.Y APARATOS NO ELECTRICOS O ELECTRONICOS P`MEDIDA O CONTROL DE LÃQUIDOS
9026200000,INSTRUMENTOS O APARATOS PARA MEDIDA O CONTROL DE PRESIÓN
9026801100,CONTADORES DE CALOR DE PAR TERMOELECTRICO
9026801900,DEMAS INSTRUMENTOS Y APARATOS ELECTRICOS O ELECTRONICOS PARA MEDIDA O CONTROL LIQ/GAS
9026809000,"DEMAS INSTRUM. Y APARATOS, NO ELECTRICOS O ELECTRONICOS, PMEDIDA O CONTROL LÃQ/GAS"
9026900000,PARTES Y ACCESORIOS PARA INSTRUMENTOS O APARATOS DE MEDIDA O CONTROL LIQ/GAS
9027810000,ESPECTRÃ¿MTEROS DE MASA
9027891000,"POLARÃMETROS, MEDIDORES DE PH, TURBIDÃMETROS, SALINÃ¿METROS Y DILATÃ¿METROS"
9027892000,DETECTORES DE HUMO
9027899000,DEMÃS INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS O QUIMICOS
9027909000,PARTES Y ACCESORIOS DE INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS O QUIMICOS
9028901000,PARTES Y ACCESORIOS DE CONTADORES DE ELECTRICIDAD
9028909000,"PARTES Y ACCESORIOS DE LOS CONTADORES DE GAS, LIQUIDO, CALIBRACION"
9029901000,PARTES Y ACCESORIOS DE VELOCIMETROS
9029909000,"PARTES Y ACCESORIOS DE TAXIMETROS, TACOMETROS, ESTROBOSCOPIOS, CONTADORES DE PRODUCC"
9030100000,INSTRUMENTOS Y APARATOS PARA MEDIDA O DETECCION DE RADIACIONES IONIZANTES
9030200000,"LOS DEMAS INSTRUM. Y APAR.CON REGISTRADOR, P`MEDIDA O CONTROL DE MAGNITUDES ELECTRIC"
9030310000,"MULTIMETROS, SIN DISPOSITIVO REGISTRADOR"
9030320000,"MULTÍMETROS, CON DISPOSITIVO REGISTRADOR"
9030330000,"DEMAS INSTRUM/APARAT PARA MEDIDA O CONTROL TENSION,INTENSIDAD,S/DISPOSITIVO REGISTRA"
9030390000,"DEMAS INSTRUM/APARAT PARA MEDIDA O CONTROL TENSION,INTENSIDAD,C/DISPOSITIVO REGISTRA"
9030400000,"LOS DEMAS INSTRUMENTOS Y APARATOS, ESPECIALMENTE CONCEBIDOS PARA TECNICAS DE TELECOM"
9030820000,"LOS DEMAS INSTRUM.PARA MEDIDA O CONTROL DE OBLEAS(WAFERS) O DISPOSITIVOS,SEMICONDU"
9030840000,"LOS DEMAS INSTRUM. Y APAR.CON REGISTRADOR, P`MEDIDA O CONTROL DE MAGNITUDES ELECTRIC"
9030890000,"LOS DEMAS INSTRUM. Y APAR.P` MEDIDA O CONTROL DE MAGNITUDES ELECTRICAS,MEDIDA O DETE"
9030901000,PARTES Y ACCESORIOS DE INSTRUM. O APARATOS PARA LA MEDIDA DE MAGNITUDES ELECTRICAS
9030909000,PARTES Y ACCESORIOS DE LOS INSTRUM. Y APARA.P` MEDIDA O DETECCION DE RADIACIONES ALF
9031101000,MAQUINAS ELECTRONICAS PARA EQUILIBRAR PIEZAS MECANICAS
9031109000,"LAS DEMAS MAQUINAS PARA EQUILIBRAR PIEZAS MECANICAS, EXC. ELECTRÃ¿NICAS"
303230000,"TILAPIAS, CONGELADOS, EXCEPTO HIGADO, HUEVAS Y LECHAS"
3824992100,CLOROPARAFINAS
308120000,PEPINOS DE MAR CONGELADOS
303540000,"CABALLAS CONGELADAS, EXCEPTO HIGADOS, HUEVAS Y LECHAS"
7616999000,LAS DEMAS MANUFACTURAS DE ALUMINIO
307390000,"MEJILONES (MYTILUS SPP, PEMA SPP), SECOS, SALADOS O EN SALMUERA; AHUMADOS"
304890000,LOS DEMAS FILETE CONGELADOS DE LOS DEMAS PESCADOS
4401110000,LEÑA DE CONIFERAS
306361100,DEMAS LANGOSTINOS PARA REPRODUCCION O CRIA INDUSTRIAL
9401530000,ASIENTOS DE ROTEN (RATAN)
302470000,"PECES ESPADA, FRESCAS O REFRIGERADAS, EXCEPTO HIGADO, HUEVAS Y LECHAS"
2904360000,FLUORURO DE PERFLUOROOCTANO SULFONILO
5402690000,LOS DEMAS HILADOS RETORCIDOS O CABLEADOS
4406920000,"DEMAS TRAVIESAS (DURMIENTES) D MADERA PARA VIAS FERREAS O SIMILAR, NO CONIFERAS"
8703319020,VEHICULOS AUTOMOVILES ENSAMBLADOS (DIESEL O SEMIDIESEL ) CILINDRADA <= 1500 CC
303680000,"BACALADILLAS CONGELADOS, EXCEPTO HIGADOS, HUEVAS Y LECHAS"
306330000,"CANGREJOS (EXCEPTO MACRUROS) VIVOS, FRESCOS O REFRIGERADOS"
8703709010,"AMBULANCIAS, CELULARES Y MORTUORIOS, ENC.DIESEL Y MOTOR ELECTRICO (C/FUENTE EXTERNA)"
8703809090,LOS DEMAS VEHICULOS PROPULSADOS CON MOTOR ELECTRICO
305590000,DEMAS PESCADOS SECOS INC. SALADOS SIN AHUMAR
9620000091,"MONOPIÃ¿S, BÃDOPES, TRÃPODES Y SIMILARES, PARA CÃMARAS FOTOGRÃFICAS"
3909390000,LAS DEMAS RESINAS AMINICAS
303990000,"DEMAS PESCADOS CONGELADOS, EXCEPTO LOS FILETES Y CARNES PESCADO DE PART. 03.04"
